DRR242140	Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
ERR11968335	ERR11968335	NA	NODE_51_length_30249_cov_17.936982	21643	21972	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.00	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NA	NA
ERR11968335	ERR11968335	NA	NODE_77_length_12806_cov_14.016212	1519	2172	+	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
ERR11968335	ERR11968335	NA	NODE_87_length_10184_cov_17.527913	9789	10052	+	ariR	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTX	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
ERR11968335	ERR11968335	NA	NODE_89_length_9807_cov_19.955810	5393	8494	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.00	99.71	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
ERR11968335	ERR11968335	NA	NODE_92_length_9529_cov_21.306999	7219	8304	-	capU	putative hexosyltransferase CapU	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	362	362	100.00	99.72	362	CAV02025.1	putative hexosyltransferase CapU	NA	NA
ERR11968336	ERR11968336	NA	NODE_102_length_2383_cov_17.593695	191	742	+	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NA	NA
ERR11968336	ERR11968336	NA	NODE_102_length_2383_cov_17.593695	876	1703	+	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NA	NA
ERR11968336	ERR11968336	NA	NODE_102_length_2383_cov_17.593695	1844	2284	+	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	147	210	70.00	100.00	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
ERR11968336	ERR11968336	NA	NODE_10_length_182221_cov_14.289784	98115	102359	+	fdeC	inverse autotransporter adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1415	1416	100.00	96.75	1416	ABE05822.1	inverse autotransporter adhesin FdeC	NA	NA
ERR11968336	ERR11968336	NA	NODE_12_length_158957_cov_16.595796	5225	8326	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.00	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
ERR11968336	ERR11968336	NA	NODE_146_length_663_cov_48.508865	2	496	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	PARTIAL_CONTIG_ENDX	165	301	54.82	99.39	165	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NA	NA
ERR11968336	ERR11968336	NA	NODE_14_length_136561_cov_11.645396	107398	107727	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.00	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NA	NA
ERR11968336	ERR11968336	NA	NODE_15_length_134099_cov_12.885045	111350	111640	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	97	97	100.00	100.00	97	ADN71659.1	increased serum survival lipoprotein Iss	NA	NA
ERR11968336	ERR11968336	NA	NODE_19_length_111915_cov_14.676540	33475	33948	+	dfrA51	trimethoprim-resistant dihydrofolate reductase DfrA51	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	158	158	100.00	90.51	158	WP_000781812.1	trimethoprim-resistant dihydrofolate reductase DfrA51	NA	NA
ERR11968336	ERR11968336	NA	NODE_1_length_276542_cov_18.891482	82960	84147	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.00	98.99	396	EFF04178.1	multidrug efflux MFS transporter EmrD	NA	NA
ERR11968336	ERR11968336	NA	NODE_1_length_276542_cov_18.891482	91697	93085	+	uhpT_E350Q	Escherichia fosfomycin resistant UhpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	463	463	100.00	99.78	463	WP_000879194.1	hexose phosphate transporter UhpT	NA	NA
ERR11968336	ERR11968336	NA	NODE_21_length_103078_cov_13.130599	56128	57852	+	ptsI_V25I	Escherichia fosfomycin resistant PtsI	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	575	575	100.00	99.65	575	WP_000623140.1	phosphoenolpyruvate--protein phosphotransferase PtsI	NA	NA
ERR11968336	ERR11968336	NA	NODE_26_length_78989_cov_18.220028	5802	6518	+	nfaE	Dr family non-fimbrial adhesin I chaperone NfaE	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	239	247	96.76	99.58	239	AAK17180.1	Dr family non-fimbrial adhesin I chaperone NfaE	NA	NA
ERR11968336	ERR11968336	NA	NODE_26_length_78989_cov_18.220028	6639	9218	+	afaC	AfaC-I/III family usher protein	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	860	860	100.00	100.00	860	CAW30799.1	AfaC-I/III family usher protein	NA	NA
ERR11968336	ERR11968336	NA	NODE_26_length_78989_cov_18.220028	29669	30799	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.00	98.94	377	AAZ85965.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NA	NA
ERR11968336	ERR11968336	NA	NODE_31_length_64258_cov_12.007279	53517	53780	-	ariR	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	BLASTX	88	88	100.00	97.73	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
ERR11968336	ERR11968336	NA	NODE_38_length_41306_cov_13.361759	7010	8809	-	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	99.50	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
ERR11968336	ERR11968336	NA	NODE_38_length_41306_cov_13.361759	8799	10598	-	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	99.50	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
ERR11968336	ERR11968336	NA	NODE_48_length_22251_cov_22.781103	9048	10769	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	574	576	100.00	98.61	576	EGI25746.1	aerobactin synthase IucA	NA	NA
ERR11968336	ERR11968336	NA	NODE_48_length_22251_cov_22.781103	10773	11717	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	315	315	100.00	99.37	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB	NA	NA
ERR11968336	ERR11968336	NA	NODE_48_length_22251_cov_22.781103	11720	13459	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	580	580	100.00	99.14	580	AAN82073.1	NIS family aerobactin synthetase IucC	NA	NA
ERR11968336	ERR11968336	NA	NODE_48_length_22251_cov_22.781103	13459	14733	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	425	445	95.51	97.65	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD	NA	NA
ERR11968336	ERR11968336	NA	NODE_48_length_22251_cov_22.781103	14830	17016	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	729	731	99.73	89.85	729	AAN45165.2	ferric aerobactin receptor IutA	NA	NA
ERR11968336	ERR11968336	NA	NODE_48_length_22251_cov_22.781103	17963	21847	+	sat	serine protease autotransporter toxin Sat	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	1295	1295	100.00	100.00	1295	CAE55775.1	serine protease autotransporter toxin Sat	NA	NA
ERR11968336	ERR11968336	NA	NODE_51_length_13622_cov_17.770761	12252	13109	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
ERR11968336	ERR11968336	NA	NODE_59_length_9829_cov_16.869887	1697	2869	-	senB	enterotoxin production-related protein TieB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	391	391	100.00	100.00	391	AAZ89288.1	enterotoxin production-related protein TieB	NA	NA
ERR11968336	ERR11968336	NA	NODE_5_length_203290_cov_16.908716	100573	102828	-	parC_E84V	Escherichia quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	752	752	100.00	99.20	752	WP_001281881.1	DNA topoisomerase IV subunit A ParC	NA	NA
ERR11968336	ERR11968336	NA	NODE_5_length_203290_cov_16.908716	100573	102828	-	parC_S80I	Escherichia quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	752	752	100.00	99.20	752	WP_001281881.1	DNA topoisomerase IV subunit A ParC	NA	NA
ERR11968336	ERR11968336	NA	NODE_5_length_203290_cov_16.908716	117824	119713	-	parE_I529L	Escherichia quinolone resistant ParE	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	630	630	100.00	99.52	630	WP_033554192.1	DNA topoisomerase IV subunit B ParE	NA	NA
ERR11968336	ERR11968336	NA	NODE_64_length_8224_cov_22.856000	5948	8035	-	iha	bifunctional siderophore receptor/adhesin Iha	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	696	696	100.00	100.00	696	ADN47767.1	bifunctional siderophore receptor/adhesin Iha	NA	NA
ERR11968336	ERR11968336	NA	NODE_69_length_6419_cov_14.878165	1076	2272	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
ERR11968336	ERR11968336	NA	NODE_69_length_6419_cov_14.878165	3329	4162	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480972.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
ERR11968336	ERR11968336	NA	NODE_69_length_6419_cov_14.878165	4165	4965	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
ERR11968336	ERR11968336	NA	NODE_69_length_6419_cov_14.878165	5029	5841	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
ERR11968336	ERR11968336	NA	NODE_6_length_194366_cov_15.788970	158913	160139	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	409	410	99.76	97.31	409	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
ERR11968336	ERR11968336	NA	NODE_74_length_5854_cov_15.827802	804	1274	+	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17	NA	NA
ERR11968336	ERR11968336	NA	NODE_74_length_5854_cov_15.827802	1408	2193	+	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	262	262	100.00	100.00	262	WP_000503573.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	NA	NA
ERR11968336	ERR11968336	NA	NODE_74_length_5854_cov_15.827802	2402	2746	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
ERR11968336	ERR11968336	NA	NODE_74_length_5854_cov_15.827802	2743	3579	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
ERR11968336	ERR11968336	NA	NODE_7_length_193926_cov_12.833434	60154	62778	-	gyrA_D87N	Escherichia quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	875	878	99.66	98.86	875	WP_001281243.1	DNA gyrase subunit A GyrA	NA	NA
ERR11968336	ERR11968336	NA	NODE_7_length_193926_cov_12.833434	60154	62778	-	gyrA_S83L	Escherichia quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	875	878	99.66	98.86	875	WP_001281243.1	DNA gyrase subunit A GyrA	NA	NA
ERR11968336	ERR11968336	NA	NODE_86_length_3646_cov_38.433042	3141	3644	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	PARTIAL_CONTIG_ENDX	168	301	55.81	100.00	168	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NA	NA
ERR11968336	ERR11968336	NA	NODE_89_length_3231_cov_13.905811	148	1020	+	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
ERR11968336	ERR11968336	NA	NODE_93_length_2793_cov_16.756125	1799	2656	-	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe	NA	NA
ERR11968337	ERR11968337	NA	NODE_13_length_106623_cov_20.321702	55057	56187	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	377	377	100.00	100.00	377	ABS58643.1	BlaEC family class C beta-lactamase	NA	NA
ERR11968337	ERR11968337	NA	NODE_22_length_67874_cov_16.291376	18665	18928	+	ariR	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTX	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
ERR11968337	ERR11968337	NA	NODE_22_length_67874_cov_16.291376	50491	51144	-	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
ERR11968337	ERR11968337	NA	NODE_22_length_67874_cov_16.291376	55788	56660	-	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
ERR11968337	ERR11968337	NA	NODE_22_length_67874_cov_16.291376	59481	60338	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
ERR11968337	ERR11968337	NA	NODE_22_length_67874_cov_16.291376	61652	62848	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_012579085.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
ERR11968337	ERR11968337	NA	NODE_22_length_67874_cov_16.291376	64841	65674	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
ERR11968337	ERR11968337	NA	NODE_22_length_67874_cov_16.291376	65677	66477	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
ERR11968337	ERR11968337	NA	NODE_22_length_67874_cov_16.291376	66541	67353	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
ERR11968337	ERR11968337	NA	NODE_2_length_209309_cov_18.604919	5582	6730	-	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	383	473	80.97	90.34	383	ADD54679.1	type III secretion system effector EspX1	NA	NA
ERR11968337	ERR11968337	NA	NODE_38_length_45358_cov_20.394441	3936	5162	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	409	410	99.76	98.04	409	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
ERR11968337	ERR11968337	NA	NODE_47_length_31782_cov_19.774927	16910	21157	-	fdeC	inverse autotransporter adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1416	1416	100.00	94.70	1416	ABE05822.1	inverse autotransporter adhesin FdeC	NA	NA
ERR11968337	ERR11968337	NA	NODE_4_length_195863_cov_18.889755	187097	190198	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.00	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
ERR11968337	ERR11968337	NA	NODE_50_length_30086_cov_16.354854	13597	13887	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	97	97	100.00	100.00	97	BAG76115.1	increased serum survival lipoprotein Iss	NA	NA
ERR11968337	ERR11968337	NA	NODE_58_length_16970_cov_17.689171	13274	14359	+	capU	putative hexosyltransferase CapU	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	362	362	100.00	99.72	362	CAV02025.1	putative hexosyltransferase CapU	NA	NA
ERR11968337	ERR11968337	NA	NODE_80_length_3758_cov_17.605083	840	1169	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.00	97.27	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NA	NA
ERR11968337	ERR11968337	NA	NODE_83_length_2787_cov_17.751559	2131	2601	+	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
ERR11968339	ERR11968339	NA	NODE_11_length_118475_cov_34.248403	70409	74650	-	fdeC	inverse autotransporter adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1414	1416	99.93	93.00	1415	ABE05822.1	inverse autotransporter adhesin FdeC	NA	NA
ERR11968339	ERR11968339	NA	NODE_12_length_116970_cov_36.948593	45773	47161	-	uhpT_E350Q	Escherichia fosfomycin resistant UhpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	463	463	100.00	99.78	463	WP_000879194.1	hexose phosphate transporter UhpT	NA	NA
ERR11968339	ERR11968339	NA	NODE_12_length_116970_cov_36.948593	116354	116923	-	lpfA-O113	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	190	190	100.00	100.00	190	AAT76975.1	long polar fimbria major subunit LpfA-O113	NA	NA
ERR11968339	ERR11968339	NA	NODE_18_length_104477_cov_34.050490	10729	11955	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	409	410	99.76	98.04	409	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
ERR11968339	ERR11968339	NA	NODE_18_length_104477_cov_34.050490	102921	104192	-	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	424	473	89.64	90.80	424	ADD54679.1	type III secretion system effector EspX1	NA	NA
ERR11968339	ERR11968339	NA	NODE_19_length_102676_cov_36.801476	52828	53349	+	lpfA	long polar fimbria major subunit LpfA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	174	174	100.00	100.00	174	CAV00478.1	long polar fimbria major subunit LpfA	NA	NA
ERR11968339	ERR11968339	NA	NODE_23_length_92992_cov_29.535659	31932	32585	-	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
ERR11968339	ERR11968339	NA	NODE_23_length_92992_cov_29.535659	37229	38101	-	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
ERR11968339	ERR11968339	NA	NODE_35_length_37678_cov_35.188776	29353	32454	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.00	99.61	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
ERR11968339	ERR11968339	NA	NODE_5_length_209272_cov_29.208660	702	965	+	ariR	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	EXACTX	88	88	100.00	100.00	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
ERR11968339	ERR11968339	NA	NODE_7_length_181802_cov_35.482485	149251	150381	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.00	97.35	377	WP_063610930.1	extended-spectrum class C beta-lactamase EC-15	NA	NA
ERR11968341	ERR11968341	NA	NODE_125_length_1066_cov_960.553257	58	915	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
ERR11968341	ERR11968341	NA	NODE_15_length_84246_cov_10.969565	66793	71352	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1520	1520	100.00	97.96	1520	ADE89421.1	lipoprotein metalloprotease SslE	NA	NA
ERR11968341	ERR11968341	NA	NODE_16_length_82170_cov_9.381280	76660	76923	-	ariR	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	BLASTX	88	88	100.00	97.73	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
ERR11968341	ERR11968341	NA	NODE_27_length_57292_cov_11.281258	30645	31775	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.00	98.94	377	AAZ85965.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NA	NA
ERR11968341	ERR11968341	NA	NODE_27_length_57292_cov_11.281258	53000	55579	-	afaC	AfaC-I/III family usher protein	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	860	860	100.00	99.07	860	CAW30799.1	AfaC-I/III family usher protein	NA	NA
ERR11968341	ERR11968341	NA	NODE_27_length_57292_cov_11.281258	55700	56416	-	nfaE	Dr family non-fimbrial adhesin I chaperone NfaE	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	239	247	96.76	100.00	239	AAK17180.1	Dr family non-fimbrial adhesin I chaperone NfaE	NA	NA
ERR11968341	ERR11968341	NA	NODE_2_length_238270_cov_10.832095	4618	5490	+	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
ERR11968341	ERR11968341	NA	NODE_2_length_238270_cov_10.832095	218822	220048	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	409	410	99.76	97.31	409	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
ERR11968341	ERR11968341	NA	NODE_31_length_49122_cov_12.207658	7432	7902	+	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_000777554.1	trimethoprim-resistant dihydrofolate reductase DfrA1	NA	NA
ERR11968341	ERR11968341	NA	NODE_31_length_49122_cov_12.207658	8000	8521	+	sat2	streptothricin N-acetyltransferase Sat2	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	EXACTX	174	174	100.00	100.00	174	WP_000704156.1	streptothricin N-acetyltransferase Sat2	NA	NA
ERR11968341	ERR11968341	NA	NODE_31_length_49122_cov_12.207658	8582	9367	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	262	262	100.00	100.00	262	WP_001206315.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
