"ERR","Element.symbol","Subclass","ST","Source","Type"
"ERR11268641","blaTEM-1","BETA-LACTAM","1421","Human","ESBL"
"ERR11268642","blaEC","BETA-LACTAM","3076","Human","ESBL"
"ERR11268642","blaTEM-1","BETA-LACTAM","3076","Human","ESBL"
"ERR11268642","blaCTX-M-15","CEPHALOSPORIN","3076","Human","ESBL"
"ERR11268643","blaEC","BETA-LACTAM","10","Human","ESBL"
"ERR11268645","blaEC","BETA-LACTAM","443","Human","ESBL"
"ERR11268646","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11268646","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR11268647","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11268647","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR11268648","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11268648","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11268648","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR11268649","blaEC","BETA-LACTAM","200","Human","ESBL"
"ERR11268649","blaTEM-1","BETA-LACTAM","200","Human","ESBL"
"ERR11268650","blaEC","BETA-LACTAM","8744","Human","ESBL"
"ERR11268650","blaTEM-1","BETA-LACTAM","8744","Human","ESBL"
"ERR11268650","blaCTX-M-15","CEPHALOSPORIN","8744","Human","ESBL"
"ERR11268651","blaEC","BETA-LACTAM","654","Human","ESBL"
"ERR11268651","blaTEM-1","BETA-LACTAM","654","Human","ESBL"
"ERR11268652","blaEC","BETA-LACTAM","12","Human","ESBL"
"ERR11268652","blaCTX-M-15","CEPHALOSPORIN","12","Human","ESBL"
"ERR11268653","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR11268653","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR11268653","blaTEM-1","BETA-LACTAM","3580","Human","ESBL"
"ERR11268654","blaCTX-M-15","CEPHALOSPORIN","31","Human","ESBL"
"ERR11268654","blaTEM-1","BETA-LACTAM","31","Human","ESBL"
"ERR11268654","blaEC","BETA-LACTAM","31","Human","ESBL"
"ERR11268655","blaEC","BETA-LACTAM","297","Human","ESBL"
"ERR11268656","blaEC","BETA-LACTAM","13205","Human","ESBL"
"ERR11268657","blaEC","BETA-LACTAM","196","Human","ESBL"
"ERR11268658","blaEC-5","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11268658","blaCTX-M-15","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11268658","blaOXA-1","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11268658","blaTEM-1","BETA-LACTAM","1193","Human","ESBL"
"ERR11268659","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR11268659","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","167","Human","ESBL"
"ERR11268659","blaCTX-M-15","CEPHALOSPORIN","167","Human","ESBL"
"ERR11268659","blaTEM-169","CEPHALOSPORIN","167","Human","ESBL"
"ERR11268660","blaCTX-M-27","CEPHALOSPORIN","746","Human","ESBL"
"ERR11268660","blaTEM-1","BETA-LACTAM","746","Human","ESBL"
"ERR11268660","blaEC","BETA-LACTAM","746","Human","ESBL"
"ERR11268661","blaEC-5","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11268661","blaCTX-M-15","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11268661","blaOXA-1","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11268662","blaEC","BETA-LACTAM","2852","Human","ESBL"
"ERR11268663","blaCTX-M-55","CEPHALOSPORIN","1196","Human","ESBL"
"ERR11268663","blaTEM-1","BETA-LACTAM","1196","Human","ESBL"
"ERR11268663","blaEC","BETA-LACTAM","1196","Human","ESBL"
"ERR11268664","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR11268664","blaCTX-M-15","CEPHALOSPORIN","167","Human","ESBL"
"ERR11268664","blaTEM-1","BETA-LACTAM","167","Human","ESBL"
"ERR11268665","blaCTX-M-55","CEPHALOSPORIN","354","Human","ESBL"
"ERR11268665","blaEC","BETA-LACTAM","354","Human","ESBL"
"ERR11268665","blaTEM-1","BETA-LACTAM","354","Human","ESBL"
"ERR11268666","blaCTX-M-15","CEPHALOSPORIN","226","Human","ESBL"
"ERR11268666","blaTEM","BETA-LACTAM","226","Human","ESBL"
"ERR11268666","blaEC","BETA-LACTAM","226","Human","ESBL"
"ERR11268667","blaEC","BETA-LACTAM","2852","Human","ESBL"
"ERR11268668","blaEC","BETA-LACTAM","10","Human","ESBL"
"ERR11268668","blaTEM-1","BETA-LACTAM","10","Human","ESBL"
"ERR11268668","blaCTX-M-15","CEPHALOSPORIN","10","Human","ESBL"
"ERR11268669","blaEC","BETA-LACTAM","361","Human","ESBL"
"ERR11268669","blaCTX-M-15","CEPHALOSPORIN","361","Human","ESBL"
"ERR11268669","blaTEM-1","BETA-LACTAM","361","Human","ESBL"
"ERR11268670","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11268670","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11268670","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR11268670","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11268671","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11268671","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11268671","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR11268672","blaEC","BETA-LACTAM","3910","Human","ESBL"
"ERR11268672","blaCTX-M-15","CEPHALOSPORIN","3910","Human","ESBL"
"ERR11268672","blaTEM-1","BETA-LACTAM","3910","Human","ESBL"
"ERR11268673","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11268673","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11268673","blaTEM","BETA-LACTAM","131","Human","ESBL"
"ERR11268674","blaEC","BETA-LACTAM","10","Human","ESBL"
"ERR11268674","blaTEM-1","BETA-LACTAM","10","Human","ESBL"
"ERR11268674","blaCTX-M-15","CEPHALOSPORIN","10","Human","ESBL"
"ERR11268675","blaEC","BETA-LACTAM","129","Human","ESBL"
"ERR11268676","ompC_R195L","CARBAPENEM","410","Human","ESBL"
"ERR11268676","blaCTX-M-25","CEPHALOSPORIN","410","Human","ESBL"
"ERR11268676","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11268676","blaCMY-2","CEPHALOSPORIN","410","Human","ESBL"
"ERR11268676","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11268676","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR11268676","blaTEM-1","BETA-LACTAM","410","Human","ESBL"
"ERR11268676","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11268677","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11268677","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11268677","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR11268678","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR11268678","blaTEM-1","BETA-LACTAM","3580","Human","ESBL"
"ERR11268678","blaCTX-M","CEPHALOSPORIN","3580","Human","ESBL"
"ERR11268679","blaCTX-M-15","CEPHALOSPORIN","38","Human","ESBL"
"ERR11268679","blaEC","BETA-LACTAM","38","Human","ESBL"
"ERR11268680","blaEC","BETA-LACTAM","2689","Human","ESBL"
"ERR11268680","blaTEM-1","BETA-LACTAM","2689","Human","ESBL"
"ERR11268680","blaCTX-M","CEPHALOSPORIN","2689","Human","ESBL"
"ERR11268681","blaEC","BETA-LACTAM","155","Human","ESBL"
"ERR11268682","blaCTX-M-15","CEPHALOSPORIN","5614","Human","ESBL"
"ERR11268682","blaEC","BETA-LACTAM","5614","Human","ESBL"
"ERR11268683","blaCTX-M-55","CEPHALOSPORIN","206","Human","ESBL"
"ERR11268683","blaEC","BETA-LACTAM","206","Human","ESBL"
"ERR11268684","blaCTX-M-15","CEPHALOSPORIN","1196","Human","ESBL"
"ERR11268684","blaTEM-1","BETA-LACTAM","1196","Human","ESBL"
"ERR11268684","blaEC","BETA-LACTAM","1196","Human","ESBL"
"ERR11268685","blaEC","BETA-LACTAM","38","Human","ESBL"
"ERR11268685","blaCTX-M-15","CEPHALOSPORIN","38","Human","ESBL"
"ERR11268686","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11268686","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11268686","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11268687","blaEC","BETA-LACTAM","2614","Human","ESBL"
"ERR11268687","blaCTX-M-137","CEPHALOSPORIN","2614","Human","ESBL"
"ERR11968319","blaTEM-1","BETA-LACTAM","167","Human","ESBL"
"ERR11968319","blaCTX-M-27","CEPHALOSPORIN","167","Human","ESBL"
"ERR11968319","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR11968324","blaCTX-M-15","CEPHALOSPORIN","2161","Human","ESBL"
"ERR11968324","blaEC","BETA-LACTAM","2161","Human","ESBL"
"ERR11968325","blaEC","BETA-LACTAM","13823","Human","ESBL"
"ERR11968325","blaCTX-M-15","CEPHALOSPORIN","13823","Human","ESBL"
"ERR11968326","blaEC-5","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968326","blaCTX-M-15","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968326","blaOXA-1","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968327","blaCTX-M-15","CEPHALOSPORIN","224","Human","ESBL"
"ERR11968327","blaTEM-1","BETA-LACTAM","224","Human","ESBL"
"ERR11968327","blaEC","BETA-LACTAM","224","Human","ESBL"
"ERR11968328","blaTEM-1","BETA-LACTAM","224","Human","ESBL"
"ERR11968328","blaEC","BETA-LACTAM","224","Human","ESBL"
"ERR11968328","blaCTX-M-15","CEPHALOSPORIN","224","Human","ESBL"
"ERR11968329","blaEC","BETA-LACTAM","219","Human","ESBL"
"ERR11968329","blaCTX-M-15","CEPHALOSPORIN","219","Human","ESBL"
"ERR11968330","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11968330","blaCMY-2","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968330","blaOXA-181","CARBAPENEM","410","Human","ESBL"
"ERR11968330","ompC_R195L","CARBAPENEM","410","Human","ESBL"
"ERR11968330","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968330","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11968330","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968330","blaTEM-1","BETA-LACTAM","410","Human","ESBL"
"ERR11968332","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11968332","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968332","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11968333","blaEC","BETA-LACTAM","1431","Human","ESBL"
"ERR11968333","blaTEM-1","BETA-LACTAM","1431","Human","ESBL"
"ERR11968333","blaCTX-M-15","CEPHALOSPORIN","1431","Human","ESBL"
"ERR11968334","blaEC","BETA-LACTAM","224","Human","ESBL"
"ERR11968334","blaCTX-M-15","CEPHALOSPORIN","224","Human","ESBL"
"ERR11968334","blaTEM-1","BETA-LACTAM","224","Human","ESBL"
"ERR11968335","blaCTX-M-15","CEPHALOSPORIN","1598","Human","ESBL"
"ERR11968335","blaTEM","BETA-LACTAM","1598","Human","ESBL"
"ERR11968335","blaEC","BETA-LACTAM","1598","Human","ESBL"
"ERR11968336","blaOXA-1","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968336","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968336","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR11968336","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968337","blaEC","BETA-LACTAM","361","Human","ESBL"
"ERR11968337","blaCTX-M-15","CEPHALOSPORIN","361","Human","ESBL"
"ERR11968337","blaTEM-1","BETA-LACTAM","361","Human","ESBL"
"ERR11968339","blaCTX-M-15","CEPHALOSPORIN","2161","Human","ESBL"
"ERR11968339","blaEC","BETA-LACTAM","2161","Human","ESBL"
"ERR11968341","blaTEM-1","BETA-LACTAM","636","Human","ESBL"
"ERR11968341","blaEC","BETA-LACTAM","636","Human","ESBL"
"ERR11968341","blaCTX-M-15","CEPHALOSPORIN","636","Human","ESBL"
"ERR11968342","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11968342","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR11968342","blaCTX-M","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968342","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11968344","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968344","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11968344","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11968344","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968345","blaEC","BETA-LACTAM","648","Human","ESBL"
"ERR11968345","blaCTX-M-15","CEPHALOSPORIN","648","Human","ESBL"
"ERR11968345","blaOXA","BETA-LACTAM","648","Human","ESBL"
"ERR11968345","blaTEM-1","BETA-LACTAM","648","Human","ESBL"
"ERR11968347","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR11968347","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR11968348","blaTEM","BETA-LACTAM","2011","Human","ESBL"
"ERR11968348","blaCTX-M-15","CEPHALOSPORIN","2011","Human","ESBL"
"ERR11968348","blaEC","BETA-LACTAM","2011","Human","ESBL"
"ERR11968351","blaEC","BETA-LACTAM","13823","Human","ESBL"
"ERR11968351","blaCTX-M-15","CEPHALOSPORIN","13823","Human","ESBL"
"ERR11968352","blaCTX-M-15","CEPHALOSPORIN","13823","Human","ESBL"
"ERR11968352","blaEC","BETA-LACTAM","13823","Human","ESBL"
"ERR11968353","blaTEM","BETA-LACTAM","219","Human","ESBL"
"ERR11968353","blaEC","BETA-LACTAM","219","Human","ESBL"
"ERR11968353","blaCTX-M-15","CEPHALOSPORIN","219","Human","ESBL"
"ERR11968354","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","224","Human","ESBL"
"ERR11968354","blaTEM-169","CEPHALOSPORIN","224","Human","ESBL"
"ERR11968354","blaCTX-M-15","CEPHALOSPORIN","224","Human","ESBL"
"ERR11968354","blaEC","BETA-LACTAM","224","Human","ESBL"
"ERR11968355","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11968355","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968355","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11968357","blaCTX-M-15","CEPHALOSPORIN","6332","Human","ESBL"
"ERR11968357","blaOXA-1","CEPHALOSPORIN","6332","Human","ESBL"
"ERR11968357","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","6332","Human","ESBL"
"ERR11968357","blaTEM-1","BETA-LACTAM","6332","Human","ESBL"
"ERR11968357","blaEC","BETA-LACTAM","6332","Human","ESBL"
"ERR11968358","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11968358","blaOXA-1","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968358","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968358","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR11968361","blaCTX-M-15","CEPHALOSPORIN","165","Human","ESBL"
"ERR11968361","blaTEM","BETA-LACTAM","165","Human","ESBL"
"ERR11968361","blaEC","BETA-LACTAM","165","Human","ESBL"
"ERR11968362","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR11968362","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR11968363","blaCTX-M-15","CEPHALOSPORIN","648","Human","ESBL"
"ERR11968363","blaEC","BETA-LACTAM","648","Human","ESBL"
"ERR11968364","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR11968364","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR11968365","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR11968365","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR11968368","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR11968368","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR11968369","blaCTX-M-15","CEPHALOSPORIN","361","Human","ESBL"
"ERR11968369","blaTEM-1","BETA-LACTAM","361","Human","ESBL"
"ERR11968369","blaEC","BETA-LACTAM","361","Human","ESBL"
"ERR11968370","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","224","Human","ESBL"
"ERR11968370","blaTEM-169","CEPHALOSPORIN","224","Human","ESBL"
"ERR11968370","blaCTX-M-15","CEPHALOSPORIN","224","Human","ESBL"
"ERR11968370","blaEC","BETA-LACTAM","224","Human","ESBL"
"ERR11968371","blaEC","BETA-LACTAM","224","Human","ESBL"
"ERR11968371","blaCTX-M-15","CEPHALOSPORIN","224","Human","ESBL"
"ERR11968371","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","224","Human","ESBL"
"ERR11968371","blaTEM-169","CEPHALOSPORIN","224","Human","ESBL"
"ERR11968374","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968374","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR11968374","blaOXA","BETA-LACTAM","131","Human","ESBL"
"ERR11968374","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968375","blaTEM-1","BETA-LACTAM","38","Human","ESBL"
"ERR11968375","blaCTX-M-15","CEPHALOSPORIN","38","Human","ESBL"
"ERR11968375","blaEC","BETA-LACTAM","38","Human","ESBL"
"ERR11968375","blaOXA","BETA-LACTAM","38","Human","ESBL"
"ERR11968376","blaTEM-1","BETA-LACTAM","38","Human","ESBL"
"ERR11968376","blaCTX-M-15","CEPHALOSPORIN","38","Human","ESBL"
"ERR11968376","blaOXA-1","CEPHALOSPORIN","38","Human","ESBL"
"ERR11968376","blaEC","BETA-LACTAM","38","Human","ESBL"
"ERR11968377","blaCTX-M-15","CEPHALOSPORIN","1431","Human","ESBL"
"ERR11968377","blaTEM-1","BETA-LACTAM","1431","Human","ESBL"
"ERR11968377","blaEC","BETA-LACTAM","1431","Human","ESBL"
"ERR11968378","blaCTX-M-15","CEPHALOSPORIN","2689","Human","ESBL"
"ERR11968378","blaEC","BETA-LACTAM","2689","Human","ESBL"
"ERR11968379","blaCTX-M-15","CEPHALOSPORIN","2689","Human","ESBL"
"ERR11968379","blaEC","BETA-LACTAM","2689","Human","ESBL"
"ERR11968380","blaCTX-M-15","CEPHALOSPORIN","2689","Human","ESBL"
"ERR11968380","blaEC","BETA-LACTAM","2689","Human","ESBL"
"ERR11968381","blaTEM-1","BETA-LACTAM","1722","Human","ESBL"
"ERR11968381","blaCTX-M-15","CEPHALOSPORIN","1722","Human","ESBL"
"ERR11968381","blaEC","BETA-LACTAM","1722","Human","ESBL"
"ERR11968382","blaEC","BETA-LACTAM","196","Human","ESBL"
"ERR11968382","blaCTX-M-55","CEPHALOSPORIN","196","Human","ESBL"
"ERR11968383","blaEC","BETA-LACTAM","2629","Human","ESBL"
"ERR11968383","blaCTX-M-15","CEPHALOSPORIN","2629","Human","ESBL"
"ERR11968384","blaOXA-181","CARBAPENEM","410","Human","ESBL"
"ERR11968384","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968384","blaCMY-2","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968384","blaTEM-1","BETA-LACTAM","410","Human","ESBL"
"ERR11968384","blaOXA","BETA-LACTAM","410","Human","ESBL"
"ERR11968384","blaOXA","BETA-LACTAM","410","Human","ESBL"
"ERR11968384","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11968384","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11968384","ompC_R195L","CARBAPENEM","410","Human","ESBL"
"ERR11968386","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968386","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"ERR11968386","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR11968386","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR11968388","blaCTX-M-27","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968388","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968389","blaCTX-M-27","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968389","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968391","blaCTX-M-15","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968391","blaOXA","BETA-LACTAM","617","Human","ESBL"
"ERR11968391","blaEC","BETA-LACTAM","617","Human","ESBL"
"ERR11968392","blaCTX-M-15","CEPHALOSPORIN","181","Human","ESBL"
"ERR11968392","blaEC","BETA-LACTAM","181","Human","ESBL"
"ERR11968395","blaEC","BETA-LACTAM","224","Human","ESBL"
"ERR11968395","blaTEM-1","BETA-LACTAM","224","Human","ESBL"
"ERR11968395","blaCTX-M-15","CEPHALOSPORIN","224","Human","ESBL"
"ERR11968396","blaEC","BETA-LACTAM","181","Human","ESBL"
"ERR11968396","blaCTX-M-15","CEPHALOSPORIN","181","Human","ESBL"
"ERR11968397","blaCTX-M-27","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968397","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968398","blaCTX-M-15","CEPHALOSPORIN","361","Human","ESBL"
"ERR11968398","blaTEM-1","BETA-LACTAM","361","Human","ESBL"
"ERR11968398","blaEC","BETA-LACTAM","361","Human","ESBL"
"ERR11968399","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968399","blaOXA-1","CEPHALOSPORIN","131","Human","ESBL"
"ERR11968399","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR11968399","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR11968400","blaSHV-11","BETA-LACTAM","-","Human","ESBL"
"ERR11968401","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR11968401","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR11968402","blaEC","BETA-LACTAM","1722","Human","ESBL"
"ERR11968402","blaCTX-M-15","CEPHALOSPORIN","1722","Human","ESBL"
"ERR11968402","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","1722","Human","ESBL"
"ERR11968402","blaTEM-1","BETA-LACTAM","1722","Human","ESBL"
"ERR11968403","blaCTX-M-14","CEPHALOSPORIN","181","Human","ESBL"
"ERR11968403","blaEC","BETA-LACTAM","181","Human","ESBL"
"ERR11968403","blaCTX-M-15","CEPHALOSPORIN","181","Human","ESBL"
"ERR11968404","blaTEM-1","BETA-LACTAM","2852","Human","ESBL"
"ERR11968404","blaEC","BETA-LACTAM","2852","Human","ESBL"
"ERR11968404","blaCTX-M-15","CEPHALOSPORIN","2852","Human","ESBL"
"ERR11968405","blaTEM-1","BETA-LACTAM","2852","Human","ESBL"
"ERR11968405","blaCTX-M-15","CEPHALOSPORIN","2852","Human","ESBL"
"ERR11968405","blaEC","BETA-LACTAM","2852","Human","ESBL"
"ERR11968406","blaCTX-M-15","CEPHALOSPORIN","540","Human","ESBL"
"ERR11968406","blaTEM-1","BETA-LACTAM","540","Human","ESBL"
"ERR11968406","blaEC","BETA-LACTAM","540","Human","ESBL"
"ERR11968407","blaEC","BETA-LACTAM","617","Human","ESBL"
"ERR11968407","ftsI_N337NYRIN","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","617","Human","ESBL"
"ERR11968407","blaOXA","BETA-LACTAM","617","Human","ESBL"
"ERR11968407","blaCTX-M-15","CEPHALOSPORIN","617","Human","ESBL"
"ERR11968407","blaTEM-1","BETA-LACTAM","617","Human","ESBL"
"ERR11968408","blaTEM-135","BETA-LACTAM","457","Human","ESBL"
"ERR11968408","blaEC","BETA-LACTAM","457","Human","ESBL"
"ERR11968408","blaCTX-M-15","CEPHALOSPORIN","457","Human","ESBL"
"ERR11968409","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR11968409","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR11968410","blaEC","BETA-LACTAM","295","Human","ESBL"
"ERR11968410","blaCTX-M-15","CEPHALOSPORIN","295","Human","ESBL"
"ERR11968411","blaCTX-M-15","CEPHALOSPORIN","1304","Human","ESBL"
"ERR11968411","blaTEM","BETA-LACTAM","1304","Human","ESBL"
"ERR11968411","blaEC","BETA-LACTAM","1304","Human","ESBL"
"ERR11968412","blaTEM-1","BETA-LACTAM","155","Human","ESBL"
"ERR11968412","blaCTX-M-14","CEPHALOSPORIN","155","Human","ESBL"
"ERR11968412","blaEC","BETA-LACTAM","155","Human","ESBL"
"ERR11968413","blaTEM-1","BETA-LACTAM","1598","Human","ESBL"
"ERR11968413","blaCTX-M-15","CEPHALOSPORIN","1598","Human","ESBL"
"ERR11968413","blaEC","BETA-LACTAM","1598","Human","ESBL"
"ERR11968414","blaCTX-M-15","CEPHALOSPORIN","7507","Human","ESBL"
"ERR11968414","blaEC","BETA-LACTAM","7507","Human","ESBL"
"ERR11968414","blaTEM","BETA-LACTAM","7507","Human","ESBL"
"ERR11968416","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR11968416","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR11968417","blaCTX-M-15","CEPHALOSPORIN","167","Human","ESBL"
"ERR11968417","blaCTX-M","CEPHALOSPORIN","167","Human","ESBL"
"ERR11968417","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR11968418","blaCTX-M-15","CEPHALOSPORIN","2852","Human","ESBL"
"ERR11968418","blaTEM-1","BETA-LACTAM","2852","Human","ESBL"
"ERR11968418","blaEC","BETA-LACTAM","2852","Human","ESBL"
"ERR11968419","blaCTX-M-15","CEPHALOSPORIN","448","Human","ESBL"
"ERR11968419","blaEC","BETA-LACTAM","448","Human","ESBL"
"ERR11968420","blaCTX-M-15","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968420","blaOXA-1","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968420","blaEC-5","CEPHALOSPORIN","1193","Human","ESBL"
"ERR11968421","blaCTX-M-27","CEPHALOSPORIN","167","Human","ESBL"
"ERR11968421","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR11968421","blaTEM-190","BETA-LACTAM","167","Human","ESBL"
"ERR11968422","blaEC","BETA-LACTAM","8881","Human","ESBL"
"ERR11968422","blaOXA","BETA-LACTAM","8881","Human","ESBL"
"ERR11968422","blaCTX-M-15","CEPHALOSPORIN","8881","Human","ESBL"
